Gene,List_Name,Cluster,List_Name_2,Group
Antimicrobial peptides,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Cap-dependent Translation Initiation,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Eukaryotic Translation Initiation,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Regulation of expression of SLITs and ROBOs,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Cellular response to starvation,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
ER-Phagosome pathway,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Translation,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Metabolism of amino acids and derivatives,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Signaling by ROBO receptors,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Antigen processing-Cross presentation,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
SARS-CoV-2 modulates host translation machinery,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
"Formation of the ternary complex, and subsequently, the 43S complex",ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Ribosomal scanning and start codon recognition,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
SARS-CoV-2-host interactions,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Translation initiation complex formation,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Regulation of TLR by endogenous ligand,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Nervous system development,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
IRAK4 deficiency (TLR2/4),ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Axon guidance,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
SARS-CoV-2 Infection,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
MyD88 deficiency (TLR2/4),ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Metabolism of RNA,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Infectious disease,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Cellular responses to stimuli,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Cellular responses to stress,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Developmental Biology,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
SARS-CoV Infections,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
RHO GTPases Activate NADPH Oxidases,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Class I MHC mediated antigen processing & presentation,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Metabolism of proteins,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Endosomal/Vacuolar pathway,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Host Interactions of HIV factors,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Amyloid fiber formation,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Chaperone Mediated Autophagy,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
"Antigen Presentation: Folding, assembly and peptide loading of class I MHC",ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Disease,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Diseases associated with the TLR signaling cascade,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Diseases of Immune System,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Nef mediated downregulation of MHC class I complex cell surface expression,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Downstream TCR signaling,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
SARS-CoV-2 activates/modulates innate and adaptive immune responses,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Regulation of RAS by GAPs,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Metabolism,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
HIV Infection,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
G1/S Transition,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
DAP12 interactions,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Autodegradation of the E3 ubiquitin ligase COP1,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
GLI3 is processed to GLI3R by the proteasome,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Degradation of DVL,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Iron uptake and transport,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Degradation of AXIN,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
NIK-->noncanonical NF-kB signaling,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Stabilization of p53,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Cyclin E associated events during G1/S transition ,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Degradation of GLI2 by the proteasome,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Negative regulation of NOTCH4 signaling,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
G2/M Checkpoints,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Regulation of Apoptosis,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Ubiquitin-dependent degradation of Cyclin D,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Regulation of APC/C activators between G1/S and early anaphase,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Vif-mediated degradation of APOBEC3G,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Hh mutants abrogate ligand secretion,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
SCF-beta-TrCP mediated degradation of Emi1,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
APC/C:Cdc20 mediated degradation of Securin,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
RAS processing,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
DNA Replication,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Regulation of activated PAK-2p34 by proteasome mediated degradation,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Cyclin A:Cdk2-associated events at S phase entry,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
APC/C-mediated degradation of cell cycle proteins,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Regulation of mitotic cell cycle,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
DNA Replication Pre-Initiation,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
FBXL7 down-regulates AURKA during mitotic entry and in early mitosis,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Defective CFTR causes cystic fibrosis,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Orc1 removal from chromatin,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
p53-Independent DNA Damage Response,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
p53-Independent G1/S DNA damage checkpoint,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Ubiquitin Mediated Degradation of Phosphorylated Cdc25A,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Asymmetric localization of PCP proteins,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Adaptive Immune System,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
SCF(Skp2)-mediated degradation of p27/p21,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
TCR signaling,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Interferon gamma signaling,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
ABC-family proteins mediated transport,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Regulation of PTEN stability and activity,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Hh mutants are degraded by ERAD,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Cdc20:Phospho-APC/C mediated degradation of Cyclin A,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
APC/C:Cdc20 mediated degradation of mitotic proteins,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
The role of GTSE1 in G2/M progression after G2 checkpoint,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Late endosomal microautophagy,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Dectin-1 mediated noncanonical NF-kB signaling,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Infection with Mycobacterium tuberculosis,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
AUF1 (hnRNP D0) binds and destabilizes mRNA,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
MAPK6/MAPK4 signaling,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
G1/S DNA Damage Checkpoints,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Downstream signaling events of B Cell Receptor (BCR),ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Regulation of RUNX3 expression and activity,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
CDK-mediated phosphorylation and removal of Cdc6,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Synthesis of DNA,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Interferon Signaling,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
The role of Nef in HIV-1 replication and disease pathogenesis,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Hedgehog ligand biogenesis,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Autodegradation of Cdh1 by Cdh1:APC/C,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
p53-Dependent G1 DNA Damage Response,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
p53-Dependent G1/S DNA damage checkpoint,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Regulation of RUNX2 expression and activity,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Vpu mediated degradation of CD4,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Switching of origins to a post-replicative state,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
ABC transporter disorders,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
rRNA modification in the nucleus and cytosol,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
S Phase,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Assembly of the pre-replicative complex,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Apoptosis,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Degradation of GLI1 by the proteasome,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Downregulation of ERBB2:ERBB3 signaling,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Transcriptional regulation by RUNX2,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Cell Cycle Checkpoints,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Degradation of beta-catenin by the destruction complex,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
E3 ubiquitin ligases ubiquitinate target proteins,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Scavenging by Class A Receptors,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
RUNX1 regulates transcription of genes involved in differentiation of HSCs,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Autophagy,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
UCH proteinases,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
PCP/CE pathway,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Separation of Sister Chromatids,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Negative regulators of DDX58/IFIH1 signaling,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Regulation of NF-kappa B signaling,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Glycogen synthesis,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Glycogen storage diseases,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Pexophagy,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Regulation of FZD by ubiquitination,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
PINK1-PRKN Mediated Mitophagy,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Nuclear events mediated by NFE2L2,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Cellular response to hypoxia,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Protein ubiquitination,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Aggrephagy,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Gap-filling DNA repair synthesis and ligation in GG-NER,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
RHO GTPase Effectors,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Protein methylation,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Translesion Synthesis by POLH,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Signaling by NOTCH4,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
"TICAM1,TRAF6-dependent induction of TAK1 complex",ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
KEAP1-NFE2L2 pathway,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
APC/C:Cdc20 mediated degradation of Cyclin B,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Downregulation of ERBB2 signaling,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Assembly Of The HIV Virion,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Suppression of phagosomal maturation,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Regulation of mRNA stability by proteins that bind AU-rich elements,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Hedgehog 'off' state,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Membrane binding and targetting of GAG proteins,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
"Synthesis And Processing Of GAG, GAGPOL Polyproteins",ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Translesion synthesis by POLI,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Translesion synthesis by REV1,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Alpha-protein kinase 1 signaling pathway,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition),ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Termination of translesion DNA synthesis,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
APC-Cdc20 mediated degradation of Nek2A,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
IRAK2 mediated activation of TAK1 complex,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Fanconi Anemia Pathway,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Disorders of transmembrane transporters,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Regulation of innate immune responses to cytosolic DNA,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Regulation of TP53 Activity through Methylation,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
DAP12 signaling,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Regulation of TNFR1 signaling,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Recognition of DNA damage by PCNA-containing replication complex,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Selective autophagy,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Programmed Cell Death,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
TNFR2 non-canonical NF-kB pathway,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Translesion synthesis by POLK,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Mitophagy,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
PTEN Regulation,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
Glycogen metabolism,ASPP_vs_ASNN,Intermediate,HIV+AS+ vs HIV-AS-,Intermediate HIV+AS+ vs HIV-AS-
